SACCO,Year,Cash & Cash Equivalent,Current Year's Surplus,Financial Investments,Gross Loan Portfolio,Net Loan Portfolio,Share Capital,Statutory Reserve,Total Assets,Total Deposit liabilities,Total Equity,Total Liabilities
JAMII SACCO,2023,855320110.0,85241105.0,125440000.0,4982550600.0,3721440000.0,545220300.0,281223963.0,5455210400.0,3682144210.0,1321440550.0,4133769850.0
JUMUIKA SACCO,2007,0,0,0,0,0,0,0,0,0,0,0
JUMUIKA SACCO,2008,0,0,0,0,0,0,0,0,0,0,0
JUMUIKA SACCO,2009,0,0,0,0,0,0,0,0,0,0,0
JUMUIKA SACCO,2010,0,0,0,0,0,0,0,0,0,0,0
JUMUIKA SACCO,2011,0,0,0,0,0,0,0,0,0,0,0
JUMUIKA SACCO,2012,0,0,0,0,0,0,0,0,0,0,0
JUMUIKA SACCO,2013,128444792,826227,23235649,103051094,100772491,3584500,35982721,320889783,186817277,94690118,226199663
JUMUIKA SACCO,2014,87766162,443685,23582539,111892686,108738343,9299642,37372631,272305757,170977491,83271952,189033804
JUMUIKA SACCO,2015,67219689,314479,24253235,157363020,153940147,10539885,37451251,285464131,170258234,79242155,206221976
JUMUIKA SACCO,2016,50284396,400110,23630498,167629119,163589556,11804277,37551278,301184793,174558061,77812316,223372477
JUMUIKA SACCO,2017,32611064.0,-7488336.0,18618897.0,131998608.4,123651759.4,13382089.0,37551279.0,239814485.4,129953634.0,70861578.0,168952908.0
JUMUIKA SACCO,2018,31216703.0,-21081681.0,18618897.3,136448447.0,117295757.0,13428596.0,37551279.0,220441088.3,129629740.0,49826404.0,170614685.0
JUMUIKA SACCO,2019,0,0,0,0,0,0,0,0,0,0,0
JUMUIKA SACCO,2020,36658413.0,9536032.0,14306941.0,98666631.0,611484.0,13598624.0,39935287.0,189713880.0,193557587.0,-45719370.0,235433249.0
JUMUIKA SACCO,2021,27628340.0,19203925.0,14306941.0,99799936.0,28896087.0,13598624.0,39935287.0,203285421.0,188019559.0,-26515445.0,229800864.0
JUMUIKA SACCO,2022,18898344.0,10625719.0,14356941.0,111434614.0,43501127.0,13824124.0,40022202.0,219787161.0,185174019.0,-15577310.0,235364473.0
JUMUIKA SACCO,2023,0,0,0,0,0,0,0,0,0,0,0
K-PILLAR SACCO,2007,0,0,0,0,0,0,0,0,0,0,0
K-PILLAR SACCO,2008,0,0,0,0,0,0,0,0,0,0,0
K-PILLAR SACCO,2009,0,0,0,0,0,0,0,0,0,0,0
K-PILLAR SACCO,2010,0,0,0,0,0,0,0,0,0,0,0
K-PILLAR SACCO,2011,0,0,0,0,0,0,0,0,0,0,0
K-PILLAR SACCO,2012,0,0,0,0,0,0,0,0,0,0,0
K-PILLAR SACCO,2013,0,0,0,0,0,0,0,0,0,0,0
K-PILLAR SACCO,2014,0,0,0,0,0,0,0,0,0,0,0
K-PILLAR SACCO,2015,0,0,0,0,0,0,0,0,0,0,0
K-PILLAR SACCO,2016,0,0,0,0,0,0,0,0,0,0,0
K-PILLAR SACCO,2017,0,0,0,0,0,0,0,0,0,0,0
K-PILLAR SACCO,2018,0,0,0,0,0,0,0,0,0,0,0
K-PILLAR SACCO,2019,19363224.0,3541956.0,472260.0,112905266.0,112905266.0,0,531274.0,151015729.0,128604214.0,15259572.0,135756157.0
K-PILLAR SACCO,2020,193574959.0,25980648.0,4306550.0,664592356.0,560836016.0,0,59776350.0,773058894.0,417162829.0,322384806.0,450674088.0
K-PILLAR SACCO,2021,111409082.0,10583667.0,4606550.0,792589211.0,639021260.0,0,63687236.0,768849005.0,357230710.0,353091533.0,415757471.0
K-PILLAR SACCO,2022,175369190.0,23494162.0,4702814.0,910801986.0,699504518.0,0,71623886.0,902893814.0,410191266.0,405970904.0,496922909.0
K-PILLAR SACCO,2023,0,0,0,0,0,0,0,0,0,0,0
KENYA ACHIEVAS SACCO,2007,0,0,0,0,0,0,0,0,0,0,0
KENYA ACHIEVAS SACCO,2008,0,0,0,0,0,0,0,0,0,0,0
KENYA ACHIEVAS SACCO,2009,0,0,0,0,0,0,0,0,0,0,0
KENYA ACHIEVAS SACCO,2010,0,0,0,0,0,0,0,0,0,0,0
KENYA ACHIEVAS SACCO,2011,0,0,0,0,0,0,0,0,0,0,0
KENYA ACHIEVAS SACCO,2012,0,0,0,0,0,0,0,0,0,0,0
KENYA ACHIEVAS SACCO,2013,0,0,0,0,0,0,0,0,0,0,0
KENYA ACHIEVAS SACCO,2014,0,0,0,0,0,0,0,0,0,0,0
KENYA ACHIEVAS SACCO,2015,0,0,0,0,0,0,0,0,0,0,0
KENYA ACHIEVAS SACCO,2016,0,0,0,0,0,0,0,0,0,0,0
KENYA ACHIEVAS SACCO,2017,0,0,0,0,0,0,0,0,0,0,0
KENYA ACHIEVAS SACCO,2018,0,0,0,0,0,0,0,0,0,0,0
KENYA ACHIEVAS SACCO,2019,70985223.0,487234.0,44390000.0,181659593.0,174526543.0,37090876.0,10576101.0,412300818.8,194093679.0,105761017.0,306539801.8
KENYA ACHIEVAS SACCO,2020,38341912.77,5367586.27,83871738.59,146599270.0,119582723.6,118844476.4,8663255.0,392978893.5,161826693.2,171427377.9,221551515.5
KENYA ACHIEVAS SACCO,2021,28993165.31,11401373.05,58635118.87,174987267.9,148161380.4,125122050.1,8922657.0,390333251.0,159987193.8,184897762.7,205435488.3
KENYA ACHIEVAS SACCO,2022,52603285.81,0.0,47484117.43,362796441.4,323727897.1,67256355.38,16572514.97,453443496.0,277015576.8,164804805.7,288638690.4
KENYA ACHIEVAS SACCO,2023,33993917.77,13119960.5,39903530.86,230772846.5,203760744.4,139571307.9,9788098.0,421806711.8,183577223.7,203156911.7,218649800.1
KENYA BANKERS SACCO,2007,0,0,0,0,0,0,0,0,0,0,0
KENYA BANKERS SACCO,2008,0,0,0,0,0,0,0,0,0,0,0
KENYA BANKERS SACCO,2009,0,0,0,0,0,0,0,0,0,0,0
KENYA BANKERS SACCO,2010,0,0,0,0,0,0,0,0,0,0,0
KENYA BANKERS SACCO,2011,0,0,0,0,0,0,0,0,0,0,0
KENYA BANKERS SACCO,2012,0,0,0,0,0,0,0,0,0,0,0
KENYA BANKERS SACCO,2013,0,0,0,0,0,0,0,0,0,0,0
KENYA BANKERS SACCO,2014,0,0,0,0,0,0,0,0,0,0,0
KENYA BANKERS SACCO,2015,0,0,0,0,0,0,0,0,0,0,0
KENYA BANKERS SACCO,2016,0,0,0,0,0,0,0,0,0,0,0
KENYA BANKERS SACCO,2017,0,0,0,0,0,0,0,0,0,0,0
KENYA BANKERS SACCO,2018,0,0,0,0,0,0,0,0,0,0,0
KENYA BANKERS SACCO,2019,150200000.0,65000000.0,70000000.0,6200500000.0,5800400000.0,420500000.0,145000000.0,8021456200.0,6120550000.0,950440000.0,7071016200.0
KENYA BANKERS SACCO,2020,195018007.0,88400500.0,76980777.0,6902718973.0,6454710541.0,468993626.0,160648412.0,9103337522.0,6662966562.0,1402167718.0,7701169804.0
KENYA BANKERS SACCO,2021,136268767.0,94210300.0,81097852.0,7026325423.0,6747324365.0,472219391.0,173217839.0,9103337522.0,6845210400.0,1199743992.0,7903593530.0
KENYA BANKERS SACCO,2022,140000000.0,110000000.0,85000000.0,7500000000.0,7200000000.0,480000000.0,185000000.0,9976326084.0,7100000000.0,1300000000.0,8200000000.0
KENYA BANKERS SACCO,2023,160000000.0,130000000.0,90000000.0,8100000000.0,7800000000.0,500000000.0,200000000.0,10543210000.0,7500000000.0,1500000000.0,8700000000.0
KIMISITU SACCO,2007,0,0,0,0,0,0,0,0,0,0,0
KIMISITU SACCO,2008,0,0,0,0,0,0,0,0,0,0,0
KIMISITU SACCO,2009,0,0,0,0,0,0,0,0,0,0,0
KIMISITU SACCO,2010,0,0,0,0,0,0,0,0,0,0,0
KIMISITU SACCO,2011,0,0,0,0,0,0,0,0,0,0,0
KIMISITU SACCO,2012,0,0,0,0,0,0,0,0,0,0,0
KIMISITU SACCO,2013,0,0,0,0,0,0,0,0,0,0,0
KIMISITU SACCO,2014,0,0,0,0,0,0,0,0,0,0,0
KIMISITU SACCO,2015,0,0,0,0,0,0,0,0,0,0,0
KIMISITU SACCO,2016,0,0,0,0,0,0,0,0,0,0,0
KIMISITU SACCO,2017,0,0,0,0,0,0,0,0,0,0,0
KIMISITU SACCO,2018,0,0,0,0,0,0,0,0,0,0,0
KIMISITU SACCO,2019,0,0,0,0,0,0,0,0,0,0,0
KIMISITU SACCO,2020,49936000.0,-38520000.0,1653199000.0,5670296000.0,5485410000.0,1044967000.0,134048000.0,7661638000.0,6005018000.0,1081065000.0,6580573000.0
KIMISITU SACCO,2021,1338128000.0,17768000.0,621537000.0,6334627000.0,6111742000.0,1040224000.0,169083000.0,8570271000.0,6565072000.0,1261748000.0,7308521000.0
KIMISITU SACCO,2022,1954092000.0,12644000.0,241010000.0,7258848000.0,6927369000.0,0,202727000.0,9542672000.0,7337181000.0,1361551000.0,8191574000.0
KIMISITU SACCO,2023,0,0,0,0,0,0,0,0,0,0,0
KOLENGE SACCO,2007,0,0,0,0,0,0,0,0,0,0,0
KOLENGE SACCO,2008,0,0,0,0,0,0,0,0,0,0,0
KOLENGE SACCO,2009,0,0,0,0,0,0,0,0,0,0,0
KOLENGE SACCO,2010,0,0,0,0,0,0,0,0,0,0,0
KOLENGE SACCO,2011,0,0,0,0,0,0,0,0,0,0,0
KOLENGE SACCO,2012,0,0,0,0,0,0,0,0,0,0,0
KOLENGE SACCO,2013,0,0,0,0,0,0,0,0,0,0,0
KOLENGE SACCO,2014,0,0,0,0,0,0,0,0,0,0,0
KOLENGE SACCO,2015,0,0,0,0,0,0,0,0,0,0,0
KOLENGE SACCO,2016,0,0,0,0,0,0,0,0,0,0,0
KOLENGE SACCO,2017,0,0,0,0,0,0,0,0,0,0,0
KOLENGE SACCO,2018,0,0,0,0,0,0,0,0,0,0,0
KOLENGE SACCO,2019,20169731.0,71455.0,661303.0,57365819.0,56045241.0,49513013.0,5484972.0,144354140.0,89619050.0,49513013.0,94841150.0
KOLENGE SACCO,2020,14090332.0,1179127.18,4675303.0,87521945.39,85182900.0,57224444.0,6919059.95,169922034.0,103508022.0,57224444.0,112697589.0
KOLENGE SACCO,2021,0,0,0,0,0,0,0,0,0,0,0
KOLENGE SACCO,2022,0,0,0,0,0,0,0,0,0,0,0
KOLENGE SACCO,2023,0,0,0,0,0,0,0,0,0,0,0
KORU SACCO,2007,0,0,0,0,0,0,0,0,0,0,0
KORU SACCO,2008,0,0,0,0,0,0,0,0,0,0,0
KORU SACCO,2009,0,0,0,0,0,0,0,0,0,0,0
KORU SACCO,2010,0,0,0,0,0,0,0,0,0,0,0
KORU SACCO,2011,4171061, ,4301970,31524548,31524548,0,474829,44410076,30702571,6601937,37808139
KORU SACCO,2012,2005744.0,-170226.45,4689870.0,36920493.0,36920493.0,0,495548.0,46132702.0,32261930.0,8728217.0,37404485.0
KORU SACCO,2013,8488741.0,338270.0,6970410.0,36085793.0,36085793.0,0,765116.0,56262269.0,39325775.0,9371907.0,46599274.0
KORU SACCO,2014,13617624.0,744861.0,9680814.0,34456354.0,34456354.0,0,1140476.0,64588552.0,40506575.0,13748531.0,50840020.0
KORU SACCO,2015,37177.0,18611.0,11873268.0,33389509.0,32589509.0,0,1334299.0,49085187.0,38895555.0,12723606.0,46551156.0
KORU SACCO,2016,11883011.0,186597.0,13123495.0,29854566.0,28504566.0,0,1577238.0,69043776.0,47601877.0,16937097.0,52294212.0
KORU SACCO,2017,42565374.0,168594.0,14112600.0,31011758.0,29086031.0,0,1619386.0,97642022.0,47689592.0,17264666.0,53119619.0
KORU SACCO,2018,12173561.0,531426.0,15098010.54,29862147.0,26901696.0,0,1752242.0,70891155.64,49822191.12,18082356.8,52808799.87
KORU SACCO,2019,10271564.0,462239.0,16246154.0,29988726.0,26428275.0,0,1867801.0,71219457.0,47813288.0,18941784.0,52259672.0
KORU SACCO,2020,13629213.0,238989.0,7114009.0,33586813.0,30026362.0,0,1927549.0,74350533.0,49343099.0,19386813.0,54963721.0
KORU SACCO,2021,17087703.0,2156135.0,7920080.0,32943349.0,28704269.0,0,2427008.0,76904601.0,51619733.0,21263106.0,55641495.0
KORU SACCO,2022,0,0,0,0,0,0,0,0,0,0,0
KORU SACCO,2023,0,0,0,0,0,0,0,0,0,0,0
KWETU SACCO,2007,0,0,0,0,0,0,0,0,0,0,0
KWETU SACCO,2008,0,0,0,0,0,0,0,0,0,0,0
KWETU SACCO,2009,0,0,0,0,0,0,0,0,0,0,0
KWETU SACCO,2010,0,0,0,0,0,0,0,0,0,0,0
KWETU SACCO,2011,0,0,0,0,0,0,0,0,0,0,0
KWETU SACCO,2012,0,0,0,0,0,0,0,0,0,0,0
KWETU SACCO,2013,0,0,0,0,0,0,0,0,0,0,0
KWETU SACCO,2014,0,0,0,0,0,0,0,0,0,0,0
KWETU SACCO,2015,0,0,0,0,0,0,0,0,0,0,0
KWETU SACCO,2016,0,0,0,0,0,0,0,0,0,0,0
KWETU SACCO,2017,0,0,0,0,0,0,0,0,0,0,0
KWETU SACCO,2018,0,0,0,0,0,0,0,0,0,0,0
KWETU SACCO,2019,0,0,0,0,0,0,0,0,0,0,0
KWETU SACCO,2020,251294928.0,124167512.0,848324872.0,2153084789.0,2087101217.0,629590233.0,101541864.0,4379269975.0,2401022868.0,1418423892.0,397078190.0
KWETU SACCO,2021,212893091.0,124167512.0,927895776.0,2397378724.0,2327597233.0,767364511.0,126375367.0,4712191322.0,2596353521.0,1633895777.0,393280271.0
KWETU SACCO,2022,217650307.0,130785858.0,782521847.0,2720294275.0,2639682149.0,996574596.0,152532538.0,4783080656.0,2690893526.0,1726076373.0,385078568.0
KWETU SACCO,2023,0,0,0,0,0,0,0,0,0,0,0
KWIKAS SACCO,2007,0,0,0,0,0,0,0,0,0,0,0
KWIKAS SACCO,2008,0,0,0,0,0,0,0,0,0,0,0
KWIKAS SACCO,2009,0,0,0,0,0,0,0,0,0,0,0
KWIKAS SACCO,2010,0,0,0,0,0,0,0,0,0,0,0
KWIKAS SACCO,2011,0,0,0,0,0,0,0,0,0,0,0
KWIKAS SACCO,2012,0,0,0,0,0,0,0,0,0,0,0
KWIKAS SACCO,2013,0,0,0,0,0,0,0,0,0,0,0
KWIKAS SACCO,2014,0,0,0,0,0,0,0,0,0,0,0
KWIKAS SACCO,2015,0,0,0,0,0,0,0,0,0,0,0
KWIKAS SACCO,2016,0,0,0,0,0,0,0,0,0,0,0
KWIKAS SACCO,2017,0,0,0,0,0,0,0,0,0,0,0
KWIKAS SACCO,2018,0,0,0,0,0,0,0,0,0,0,0
KWIKAS SACCO,2019,0,0,0,0,0,0,0,0,0,0,0
KWIKAS SACCO,2020,147279054.0,424619128.0,110000.0,443356055.0,424619128.0,106043595.7,424619128.0,615469447.9,457406767.9,127432556.0,488036892.0
KWIKAS SACCO,2021,168800184.0,476545488.0,110000.0,495289689.8,476545488.0,152023435.0,476545488.0,700607387.6,510016123.0,152023435.0,548583954.0
KWIKAS SACCO,2022,155402040.0,539237820.0,115067.0,560820732.0,539237820.0,184486490.0,539237820.0,758689887.3,536159217.0,184486490.0,574203397.0
KWIKAS SACCO,2023,0,0,0,0,0,0,0,0,0,0,0
LAINISHA SACCO,2007,9072837.0,-130940764.0,3099100.0,53169220.0,49447375.0,0,10535391.0,101042159.0,88302422.0,-37572804.0,138614963.0
LAINISHA SACCO,2008,9652154.0,-116486412.0,3153280.0,63674472.0,55470816.0,0,10848979.0,106951763.0,89586975.0,-19680604.0,126483614.0
LAINISHA SACCO,2009,11606332.0,-116181177.0,3153280.0,72197161.0,55516677.0,0,11035272.0,130959400.0,88558586.0,-16140114.0,147099514.0
LAINISHA SACCO,2010,11999140.0,-115950062.0,3187680.0,78490493.0,60516357.0,0,11316801.0,132850579.0,88558586.0,-14696260.0,147546839.0
LAINISHA SACCO,2011,11850442.0,-955711.0,3213000.0,79987012.0,70473718.0,0,11316801.0,126301662.1,130809511.0,-55321370.15,181623032.4
LAINISHA SACCO,2012,209631631.2,-6134313.0,3837498.0,4079328.0,4079328.15,0,11316801.0,253427739.6,117656030.0,-62305378.36,315736116.8
LAINISHA SACCO,2013,14295816.0,-5180189.0,109136598.0,80748696.0,80748696.0,0,12627843.0,242665216.0,92769940.0,-43527286.0,286192501.0
LAINISHA SACCO,2014,93164187.0,2226910.0,13336598.0,105659865.0,102052227.0,0,14412856.0,284500118.0,101506537.0,172835989.0,111664129.0
LAINISHA SACCO,2015,69012969.0,2550782.0,13272498.0,143895127.0,136550892.0,0,15050551.0,311148805.0,114728089.0,184694893.0,126453912.0
LAINISHA SACCO,2016,75323576.0,-8272686.0,13277355.0,173376620.0,159871011.9,0,15215344.0,320853210.9,127628799.0,99544885.27,136974582.0
LAINISHA SACCO,2017,90278396.0,983069.0,14314587.0,183432718.0,162982457.0,0,15357936.0,338132752.0,141371064.0,192144479.0,147880245.0
LAINISHA SACCO,2018,72166778.66,0,94611870.0,215562132.0,188098064.0,0,15699380.0,369440675.7,159029119.0,314129849.0,167033191.0
LAINISHA SACCO,2019,23783274.37,0,11722912.0,257046189.0,228582682.0,0,17509504.0,417511209.4,186558455.0,217472965.0,200038243.5
LAINISHA SACCO,2020,43822830.0,8514089.0,66940857.0,328184248.0,292778125.0,0,18701476.0,486605145.0,247191633.0,225760792.0,260844349.0
LAINISHA SACCO,2021,233362462.0,0,16940857.0,270836485.0,234419617.0,0,21755084.0,554265775.0,290292510.0,244611929.0,309653846.0
LAINISHA SACCO,2022,164912537.0,13094175.0,49524309.0,366357901.0,329941033.0,0,23674486.0,624939624.0,305173272.0,298486661.0,326452961.0
LAINISHA SACCO,2023,0,0,0,0,0,0,0,0,0,0,0
MAFANIKIO SACCO,2007,0,0,0,0,0,0,0,0,0,0,0
MAFANIKIO SACCO,2008,0,0,0,0,0,0,0,0,0,0,0
MAFANIKIO SACCO,2009,0,0,0,0,0,0,0,0,0,0,0
MAFANIKIO SACCO,2010,57280489,0,12265847,263143330,263143330, ,6638993,420805135,249530153,56410715,371675186
MAFANIKIO SACCO,2011,19846649.0,0,13675347.0,296918859.0,294845459.0,0,9477422.0,422925486.0,251655387.0,73896875.0,349028611.0
MAFANIKIO SACCO,2012,12419314.0,0,25329658.0,325298062.0,318026558.0,0,11070308.0,454657971.0,281820645.0,72165342.0,382492629.0
MAFANIKIO SACCO,2013,40164453.2,13344568.29,27684832.68,359151994.3,351690198.1,0,14182415.87,508533391.7,293621734.7,100846405.7,407686986.0
MAFANIKIO SACCO,2014,49731794.0,19604846.0,14582790.0,360786989.0,350184189.0,0,18007281.0,534444329.0,322200801.0,146858150.0,387586180.0
MAFANIKIO SACCO,2015,72857216.0,18304471.0,28191601.0,389781182.0,376107614.0,0,22583399.0,604188621.0,370403370.0,170035668.0,434152954.0
MAFANIKIO SACCO,2016,36146766.0,7382638.0,32411253.0,491527931.0,468334250.0,0,24368909.0,696983837.0,440828441.0,185289764.0,511694073.0
MAFANIKIO SACCO,2017,49345097.0,11657199.0,36762785.0,574184811.0,551940772.0,0,27283209.0,785318186.0,483199886.0,201513311.0,583804876.0
MAFANIKIO SACCO,2018,60967448.29,27626032.0,41343229.54,661054784.8,640827787.5,0,34191578.75,880985449.2,535442059.2,237282857.5,643702594.8
MAFANIKIO SACCO,2019,71047900.79,18645685.67,46427679.81,731291821.0,704403830.8,0,38878707.0,892250346.7,567923384.2,264637633.8,627612710.0
MAFANIKIO SACCO,2020,113169311.0,17356216.0,56376329.0,764103964.0,729214362.0,0,43217761.0,969980163.0,618469205.0,290701498.0,679278666.0
MAFANIKIO SACCO,2021,160342825.0,14159782.0,57378479.0,841317206.0,806427604.0,0,46757868.0,1090912706.0,696846287.0,311515268.0,779397437.0
MAFANIKIO SACCO,2022,173487261.0,3494998.0,70453252.0,851512505.7,824642574.1,0,47631616.0,1125723889.0,719551929.0,319966377.1,805757519.0
MAFANIKIO SACCO,2023,0,0,0,0,0,0,0,0,0,0,0
MAGADI SACCO,2007,0,0,0,0,0,0,0,0,0,0,0
MAGADI SACCO,2008,0,0,0,0,0,0,0,0,0,0,0
MAGADI SACCO,2009,0,0,0,0,0,0,0,0,0,0,0
MAGADI SACCO,2010,0,0,0,0,0,0,0,0,0,0,0
MAGADI SACCO,2011,0,0,0,0,0,0,0,0,0,0,0
MAGADI SACCO,2012,0,0,0,0,0,0,0,0,0,0,0
MAGADI SACCO,2013,0,0,0,0,0,0,0,0,0,0,0
MAGADI SACCO,2014,0,0,0,0,0,0,0,0,0,0,0
MAGADI SACCO,2015,0,0,0,0,0,0,0,0,0,0,0
MAGADI SACCO,2016,0,0,0,0,0,0,0,0,0,0,0
MAGADI SACCO,2017,0,0,0,0,0,0,0,0,0,0,0
MAGADI SACCO,2018,86995878.0,6923924.0,4228555.0,478678153.0,467465209.0,0,18296335.0,590186392.0,433315333.0,98714532.0,491471862.0
MAGADI SACCO,2019,44641958.0,4284090.0,58311419.0,546147164.0,529295686.0,102637695.0,21093281.0,659596375.0,486824375.0,108193691.0,551402683.0
MAGADI SACCO,2020,115558634.0,-2328833.0,4228556.0,613873373.0,589610625.0,103828792.0,22681088.0,732175501.0,539970780.0,111745308.0,620430195.0
MAGADI SACCO,2021,208365351.0,2007244.0,4228555.0,552721745.0,537389122.0,110108504.0,25216716.0,770481092.0,572361970.0,119620202.0,650860890.0
MAGADI SACCO,2022,150435644.0,368916.0,4228555.0,668943459.0,656602320.0,116952529.0,27775274.0,833815142.0,628265978.0,126422494.0,707392648.0
MAGADI SACCO,2023,0,0,0,0,0,0,0,0,0,0,0
MAGEREZA SACCO,2007,0,0,0,0,0,0,0,0,0,0,0
MAGEREZA SACCO,2008,0,0,0,0,0,0,0,0,0,0,0
MAGEREZA SACCO,2009,0,0,0,0,0,0,0,0,0,0,0
MAGEREZA SACCO,2010,0,0,0,0,0,0,0,0,0,0,0
MAGEREZA SACCO,2011,0,0,0,0,0,0,0,0,0,0,0
